Accession,120714,120715,120716,120717,120718,120719,120720,120721,120722,120723,120724,120725,120726,120727,120728,120729,120730,120731,120732,120733,120734,120735,120736,120737,120738,120739,120740,120741,120742,120743,120744,120745,120746,120747,120748,120749,120750,120751,120752,120753,120754,120755,120756,120757,120758,120759,120760,120761,120762,120763,120764,120765,120766,120767,120768,120769,120770,120771,120772,120773,120774,120775,120776,120777,120778,120779,120780,120781,120782,120783,120784,120785,120786,120787,120788,120789,120790,120791,120792,120793,120794,120795,120796,120797,120798,120799,120800,120801,120802,120803,120804,120805,120806,120807,120808,120809,SPQC1,SPQC2,SPQC3,SPQC4
KV37,2884.165527,3947.764893,2434.957275,4688.287598,6509.817871,6140.699219,4633.523926,5577.410156,3208.075928,4439.01123,5038.576172,2757.105225,5202.567383,3649.022461,3908.918945,3044.288574,3501.868408,3852.532959,2846.031494,10423.64258,2845.074951,7075.432129,4283.086914,5625.41748,7377.424316,2958.72168,5408.872559,2490.761475,6623.365234,3106.797119,3569.930908,2295.780273,2436.330566,3102.157471,1767.656494,4871.444824,8858.635742,3918.91626,6946.817871,7888.259277,2428.202393,3880.854736,2425.269531,3559.576904,1483.294067,4193.949707,8565.619141,5824.800293,6088.825195,3961.901367,7123.795898,7401.757324,4678.38916,6466.877441,3034.50293,6423.849121,6671.964844,5056.079102,5309.299316,5846.720703,2735.853027,4656.680176,4086.508545,4075.526855,3164.222656,5418.575684,4866.73584,5563.963379,4418.512207,3127.724854,3680.775879,4960.472168,2392.751221,5358.637207,5120.038574,4752.441895,4219.820801,3181.5,3837.140625,7431.852539,4487.032227,2136.472656,3265.820801,6319.064453,5534.981934,3950.595947,4173.836914,4633.49707,2861.219238,9065.930664,6870.441406,4011.161865,5992.795898,2377.394531,7023.879883,4576.105469,3732.998291,4421.08252,4348.90332,3738.474365
LV469,1721.33606,3261.661377,3021.928955,6210.54541,5958.632324,11544.08594,2602.474365,1713.717651,4808.975098,2276.549316,3526.712891,2769.692139,7525.9375,3336.487061,4281.135254,2373.469727,3368.654297,1947.74292,3571.405518,11434.55566,3661.066162,11209.64258,2131.546631,3469.761719,4994.420898,3509.056152,4287.983887,2017.257568,5664.874512,2161.616211,3720.111328,2073.953369,2572.523438,1439.323975,1952.832275,3046.938965,18505.00391,2260.338379,9411.486328,4086.982666,2310.845215,5462.028809,1989.202515,3132.864502,2429.695557,3552.770996,3887.996826,6804.321777,10107.74316,2177.206055,12204.97559,4740.581543,3240.88623,3209.143799,2276.340332,8449.133789,2203.380127,3573.791992,3076.512695,4724.27002,2695.69043,14973.14551,5048.306641,1843.767944,3054.615479,13520.65625,3476.817871,2960.457275,2570.474609,2732.517334,2071.747803,3408.360596,2858.946045,10211.17773,10073.91309,6710.475098,3334.308594,1682.301147,3100.238525,4805.144043,9640.462891,1716.022827,2491.345215,17530.50781,2007.676758,3225.197021,4811.78418,4848.513184,3250.409424,18876.40039,5862.057129,2434.915283,4843.910156,2213.695068,3050.642578,3975.920898,4686.907715,4509.8125,4799.640137,4602.180664
LV861,11271.94336,15553.13379,16193.54492,31709.92969,33074.39844,47031.33594,13493.55859,15494.38184,34488.92188,19695.19141,18127.24414,13269.59961,22207.20117,13921.91406,27998.73828,10010.78906,16026.61719,11865.76953,12494.88477,62000.78906,21597.01758,39027.98828,11367.92773,558.1826172,25720.36133,2631.005127,23406.61328,13292.51953,34813.62109,9721.581055,17886.21289,13136.1377,14743.32324,21681.8457,7722.901855,15281.80176,66738.42188,12265.03027,36872.875,16872.76172,12360.12012,31352.58203,13574.2998,17554.11719,20079.29297,14494.76172,33704.875,21329.94922,48195.15234,8230.568359,67448.85156,13462.96094,17829.35938,880.6815186,13121.84766,40513.03516,10317.74707,33164.98047,16813.93164,28224.6875,17496.7207,39663.33984,4363.02832,15252.59766,19115.50195,35194.74609,16120.5918,16694.625,12012.4668,14572.63574,10349.01758,21000.62891,10185.28125,36916.37891,40815.76953,33589.92969,10823.43262,25976.6582,18715.25,46211.73438,37094.46875,11218.49316,11170.60254,64315.53516,8730.139648,23206.03516,4525.350586,19616.26563,12707.55273,74019.27344,35199.94531,19666.51563,19308.99219,7461.993652,16312.12109,21096.33984,21200.19141,23095.10547,23689.22656,22457.7168
LV460,585.3007813,600.8739014,116.2040329,366.6644897,1942.855103,4555.253418,860.2805786,1365.151489,417.3696594,1325.077148,282.2304993,918.8671875,4102.398438,733.8203125,937.4484863,771.8215942,100.1172256,1040.998535,770.4641724,3992.756592,49.79763412,5643.977051,303.578949,981.1976318,408.0229797,657.8101196,382.4709167,484.0611877,2082.550293,255.5546265,1365.717529,415.2576294,532.4750366,561.9297485,1622.981079,704.3054199,2846.542969,667.9598389,4732.589844,126.8606262,743.029541,1182.765259,385.8392639,1086.384277,363.6616821,239.7525482,2124.13623,3587.372803,549.6166382,790.4039307,85.07966614,1716.733887,474.2937622,1403.2229,518.3481445,2722.139404,916.2942505,931.1161499,670.2138062,116.3086929,489.1530457,5226.828613,1312.640991,1004.549683,489.3482971,5740.565918,115.3510818,768.6358032,584.99646,908.0065308,287.8778687,1232.319336,1014.283325,5140.177246,4351.25,641.9072266,434.5644226,674.1316528,744.9122925,915.6027832,3984.880859,506.6968994,357.697052,2452.023682,324.8410339,760.8213501,1459.952393,1201.225952,1306.901489,2847.003662,2167.553223,639.8737793,1427.613037,425.409729,192.9625702,246.4829254,1308.003418,1085.650391,1320.432373,1114.215454
LVX54,2541.4104,1793.202759,5864.383789,1176.125,8583.805664,19114.58984,3637.291504,5255.025391,2813.14209,5752.882813,5639.75,2822.508789,5482.156738,2911.217041,,2216.73999,7791.836914,1430.528809,2449.918945,7773.237793,7629.092285,6697.807617,3538.472656,2386.97168,9287.358398,1009.558655,1661.734863,2009.803467,492.3210449,4272.928711,4968.574707,2085.882568,1616.851807,3745.259766,2343.452148,4098.529297,6428.100098,,3166.812744,1297.690308,2082.444824,,2398.049072,4916.169434,2211.716797,1099.02356,8730.535156,4075.551514,1094.196411,5108.769043,1284.894043,4824.519043,7694.591797,2937.070313,2451.855713,11819.39648,2851.345947,422.8120117,4209.692871,8091.036621,6013.882324,3482.476807,1135.900269,4581.163574,2410.89917,3210.578369,1304.86499,5615.509277,3220.866943,5411.298828,3766.841064,1534.076172,3808.018066,6876.464844,14644.11816,1510.530029,1220.243042,4881.248047,5038.963379,,15744.81934,2372.401611,2235.273682,6170.459473,4043.061523,3846.248535,1363.486694,6075.575684,4861.446289,7358.559082,620.932251,2342.854004,5474.59668,2664.699707,3228.636963,7198.823242,3772.597656,4440.092773,4654.852051,3667.208984
LV746,359.3421326,912.5776978,830.6188965,2401.77832,4089.545898,8193.693359,989.6430054,,6703.302734,1996.627808,807.0675659,667.1866455,3097.522461,1076.279663,1661.557739,333.3255005,969.588501,997.6304932,811.9196777,9732.254883,1387.460449,9050.651367,1302.791382,1439.053223,2009.356689,,3491.929199,,3533.536133,666.7370605,2895.325684,610.5814209,1641.93396,252.9740143,2358.516113,423.7453918,22607.90234,,8388.931641,1684.804565,896.4819336,2178.609619,446.7035828,308.5281982,427.0157471,1800.633545,3540.05127,1101.543457,6742.98291,687.2322388,14723.46875,7412.936035,,860.9544678,571.0877075,2030.116455,451.3343811,1542.487915,299.6524658,969.692749,361.1784973,5380.186523,1838.517212,,1718.554565,2486.732178,1791.490601,677.5949097,,,739.234375,,809.1108398,10210.81348,5727.600098,4517.304199,495.9868164,719.397583,379.696991,3879.851074,4676.978516,,,14790.96484,1014.98114,1257.211792,997.5319214,3615.437744,1588.600586,30209.38281,4093.077637,862.3391113,2731.615234,,566.2178345,2149.463867,2451.969727,2711.360107,2630.512451,1530.419434
LV537,376.4008789,275.5039063,561.0678101,891.5787964,2014.365601,853.7386475,555.3096924,383.607666,562.4732056,286.7108154,469.6661377,1729.101929,1010.631653,240.1143341,400.2031555,930.6420288,367.8800354,620.414917,519.6685181,1739.515625,433.2729187,973.170166,654.8110962,658.0751953,881.2689209,403.5056152,732.7546997,551.5994263,2591.848389,491.5202026,,581.9838867,827.0811768,855.3997192,606.4358521,887.489502,1487.937988,444.137146,853.6697998,468.5995789,465.4140625,294.4466248,392.9226685,491.0018005,596.3267212,380.928894,1154.295532,658.6958008,733.6309814,669.0149536,996.6281738,737.1452637,777.6650391,692.218811,722.8317261,1082.601318,531.729248,1344.61499,1256.857544,,357.9510193,,1221.71936,395.149231,662.9248657,,,519.9067383,720.6949463,713.0682373,505.0315552,1144.022949,731.8007813,845.5600586,719.4472656,726.1921997,571.8961792,559.8828125,366.2061462,628.3674927,456.5893555,763.9124146,,1297.414795,357.0987549,551.8005981,841.3687744,471.4613953,1392.514648,833.2857056,2758.992432,494.2938538,355.983429,394.2494202,,426.8000488,752.5248413,771.4951782,634.8798218,544.0591431
LV233,710.0001221,2290.230469,2234.029053,3502.817139,,1320.762573,1767.935303,1661.765747,,1507.511841,1776.88269,1888.050537,749.9029541,504.5999756,1464.800049,2147.472656,3059.177002,1518.266724,432.8079224,1144.516968,2547.554932,,1753.05957,2522.035645,3208.026123,1117.910278,2215.051758,961.2011108,1009.205872,1546.390625,748.2823486,555.8990479,,764.9321289,2526.10376,892.3098755,1300.018311,1614.857544,7703.314941,3251.278809,862.1655273,,1232.378662,3547.989502,4209.675293,1218.769287,2945.951416,9234.207031,1351.06189,3702.815186,1774.339722,1664.516602,1794.538574,2955.508545,1123.340454,946.8769531,2320.837158,995.5614624,1424.418335,1951.271973,2455.051758,1924.528442,1411.457397,1152.580444,654.6296387,1672.256958,1986.405273,4250.776855,1317.020508,3812.184326,1966.169922,2535.677734,998.2958374,,966.446106,3631.93335,,719.0205688,3778.576904,2198.442139,1450.984253,574.9237671,2894.101807,1153.849731,1840.97876,729.3805542,1250.482178,1158.061157,,,1387.146484,1205.870239,1314.274902,261.7658997,3747.41333,1604.246582,1504.766235,1718.435791,1797.750488,1408.113159
LV218,1645.692871,4024.914307,3496.054443,9334.983398,7501.133789,2936.146973,3039.098389,5248.257813,5568.845215,5119.165527,2336.80249,2806.12915,3365.435547,3253.040283,2612.003418,2759.213867,4277.865723,2129.401611,3202.219482,5063.470215,3800.571777,4658.292969,2449.755371,2346.062012,3649.70874,1916.068726,4769.26416,1433.006104,9797.600586,2970.254639,4725.93457,3767.227539,4089.811523,1989.923584,3409.957275,3452.80835,9900.992188,4212.786133,7591.54834,5600.460449,3499.679932,1937.924072,1966.805786,1858.466553,1951.322876,3321.073486,9507.458008,6531.708496,11791.25586,2897.470459,13299.15625,3638.781982,2710.870361,2589.258301,2025.364258,1835.394531,3695.388672,4430.604492,3649.736328,3322.810547,2044.34436,3073.581055,1858.638794,4736.241699,3486.642822,3158.045898,4186.681641,2206.479492,3500.836182,1826.702637,2618.053223,2216.651367,3589.170898,4036.306885,2257.1875,17542.63281,3473.954834,2403.344482,2453.435059,3100.357666,2021.664917,1538.646606,1762.619385,7887.251465,2530.754639,3418.131836,2934.435547,6468.375,4577.650391,10575.27832,8331.351563,4709.074219,7537.156738,2288.227295,4852.594727,4321.475098,3875.547607,3803.478516,4548.328125,3780.077637
