"Accession","Coefficient","P_Value","R_Squared","Q_Value"
"1433B_HUMAN",0.33740809339851,0.822941660524391,0.00158805538250771,0.886507397910671
"1433E_HUMAN",-0.187696874424217,0.865776284011265,0.000906449803881936,0.91324016151036
"1433F_HUMAN",1.44675425462178,0.159688004233691,0.0608259418011661,0.306400436562891
"1433G_HUMAN",0.605802898567039,0.51269377424162,0.0135111836322075,0.644121924349508
"1433T_HUMAN",0.304925844267821,0.774616732742921,0.00259917923198606,0.849421409308596
"1433Z_HUMAN",0.630545505507587,0.808602606932609,0.00186072484230321,0.876970885806869
"2A5D_HUMAN",-2.1730324585677,0.0049545480409647,0.221628034177151,0.04464378422667
"2AAA_HUMAN",-1.49547319084463,0.243920404536165,0.0421811841621799,0.398151110044218
"2AAB_HUMAN",-1.44527376631584,0.000347820017391972,0.333606797844151,0.0140358349017911
"5NT1B_HUMAN",0.616774830036325,0.198211639025998,0.0511887319582683,0.350935039401996
"5NT3A_HUMAN",-1.15970377939746,0.0231122682006168,0.151049986051321,0.101253799371024
"6PGD_HUMAN",-0.761739760288895,0.528962151465885,0.0125030350507539,0.655837321447559
"6PGL_HUMAN",-2.52492910268186,0.111850520928056,0.0770973248264762,0.248849445919166
"A16A1_HUMAN",-2.01077659742987,0.0132522829577805,0.176911048473525,0.0730457400166256
"A1AG1_HUMAN",1.43621646014469,0.000544900718079835,0.315658338076127,0.0153014012455391
"A1AG2_HUMAN",1.45674950629679,0.00532240485830494,0.218425133185457,0.0458919389857165
"A1AT_HUMAN",1.96494058641292,0.000279811765212143,0.342159457226069,0.0125193670259097
"A1BG_HUMAN",0.965985284090345,0.22031209634759,0.0465651986951766,0.374332409002691
"A2AP_HUMAN",0.967266420306994,0.292784255346169,0.0345197494132978,0.444091739130904
"A2GL_HUMAN",1.32913022828661,0.00449694476743006,0.225947765325398,0.0421468870840774
"A2MG_HUMAN",2.44115280402302,0.0114194606956955,0.18376902443268,0.0679932358901299
"A4_HUMAN",0.103015314734246,0.845613201589392,0.00120278476524999,0.899491823197439
"AACT_HUMAN",1.74337743901281,7.22861304747605e-05,0.393232478964957,0.00834503217369735
"AAMDC_HUMAN",-0.743189660615919,0.157026221881596,0.0615843553273972,0.304625534393938
"AASD1_HUMAN",0.00677673944223091,0.992711710779477,2.64860592510648e-06,0.995586358590614
"AATC_HUMAN",-1.81023227453775,0.221738822437473,0.0462851061944392,0.375528339873732
"AATM_HUMAN",1.12631384652149,0.0118494726651194,0.182068758993475,0.0692688903917202
"ABC3A_HUMAN",0.495152670610209,0.257654112073099,0.0398535518183392,0.411533624049117
"ABCA1_HUMAN",0.749198820650208,0.0930238360133991,0.0856498398506806,0.222063096564307
"ABCB6_HUMAN",-1.52891020262845,0.00492879251292054,0.221860773565415,0.04464378422667
"ABCE1_HUMAN",-0.493626473246928,0.466600396276878,0.0166826695051716,0.605618752944006
"ABCG2_HUMAN",-1.8341575946955,0.00643882198043516,0.209867143455119,0.0512638776833113
"ABHEB_HUMAN",-1.4828759068803,0.0416628173099591,0.123369785055184,0.138935474661366
"ABHGA_HUMAN",-0.968215544180641,0.0899201221111953,0.0872313480241425,0.218032688152933
"ABI1_HUMAN",-0.0201923653499901,0.978595953606164,2.28478656978106e-05,0.986365007164795
"ABRAL_HUMAN",0.255415057750959,0.832889045526628,0.00141215602425402,0.893517520188091
"ABRX2_HUMAN",-0.214288800433294,0.753278980873355,0.00313106926411479,0.833944444461818
"ACAD8_HUMAN",-0.612919243579862,0.300269599667748,0.0334841273534814,0.452472971798101
"ACADM_HUMAN",0.168961217535433,0.700056295329234,0.00469983209420593,0.794493163131703
"ACAP1_HUMAN",0.375959201394916,0.291762093996734,0.0346637111937905,0.443279690657198
"ACBP_HUMAN",1.24740183218591,0.25300689959689,0.0406243931973725,0.406925957710787
"ACES_HUMAN",-2.31228618628953,0.0101039061040139,0.189385324194236,0.06343177306387
"ACLY_HUMAN",-1.49924613317961,0.207234292335105,0.0492335941464674,0.360664036409001
"ACOHC_HUMAN",-0.131301971156019,0.839438602917218,0.00130220637652225,0.898957835415279
"ACPH_HUMAN",-2.87993964522117,0.00679749176030759,0.207419917023851,0.0523098111718703
"ACSL4_HUMAN",-0.996313962597174,0.0883070375967835,0.0880757425678131,0.215491751080301
"ACSL6_HUMAN",0.19202099884928,0.801875666371374,0.00199651051734058,0.87240713859671
"ACSM4_HUMAN",-1.38147490158355,0.0301564137457335,0.138576809153711,0.116046347710434
"ACTB_HUMAN;ACTG_HUMAN",0.74309529562745,0.635607172802469,0.00710174345067978,0.744527454951258
