"Accession","Coefficient","P_Value","R_Squared","Q_Value"
"1433B_HUMAN",-59.0262662770924,0.487051232307243,0.0157100023962189,0.668047828867624
"1433E_HUMAN",-54.5243393242931,0.388730264417933,0.0240594707274026,0.582394729243306
"1433F_HUMAN",-29.9435908027944,0.600845813790333,0.00893304130517973,0.745588139634934
"1433G_HUMAN",16.4583464910616,0.749652664302374,0.00333243529716273,0.842467672676636
"1433T_HUMAN",-86.3629524395969,0.166411103135425,0.0608428219347828,0.359098018219181
"1433Z_HUMAN",-18.6657805205665,0.899107628135481,0.000526851593670391,0.938395605859131
"2A5D_HUMAN",-152.67858958757,0.000279412632618135,0.351174670982817,0.0175945288054692
"2AAA_HUMAN",-151.438141556341,0.0276804451752534,0.14691019393132,0.154623562027356
"2AAB_HUMAN",-37.9772770028925,0.123410202790378,0.0748514061062057,0.307858825208171
"5NT1B_HUMAN",36.6454774300611,0.170948626158559,0.059599134869362,0.364167912193737
"5NT3A_HUMAN",-24.2209581357826,0.419792032280229,0.02111137795787,0.613549465466638
"6PGD_HUMAN",-121.797358165807,0.0674719203754475,0.103799448602886,0.230224385123448
"6PGL_HUMAN",-142.898971894508,0.105826937715024,0.0821590759725893,0.28596667954723
"A16A1_HUMAN",-72.0534325831321,0.119123002303201,0.0765271676519573,0.30261320144994
"A1AG1_HUMAN",71.6185866947335,0.00220939285730289,0.264306487121133,0.0481562488115656
"A1AG2_HUMAN",75.3815398312367,0.0103092044962999,0.193996560666862,0.096485430808766
"A1AT_HUMAN",115.125034248735,0.00010796452654337,0.388076831676769,0.00975436026770095
"A1BG_HUMAN",49.6805486799122,0.251381818639402,0.0422096386514367,0.450410092312873
"A2AP_HUMAN",79.2438172486432,0.112080837788342,0.0794227847103492,0.29362407674759
"A2GL_HUMAN",100.043953188522,5.30319932173193e-05,0.414425602590855,0.00580002536345208
"A2MG_HUMAN",56.985273501429,0.301486856430394,0.0343917816293715,0.501191750129888
"A4_HUMAN",-45.0059787914898,0.118058705514402,0.0769530458398656,0.301753985312334
"AACT_HUMAN",104.397964245577,8.87770786166093e-06,0.476134989253448,0.00253193105176039
"AAMDC_HUMAN",-34.3553613237046,0.236735693533677,0.0448531947615202,0.43534227536547
"AASD1_HUMAN",18.8757622052017,0.642207415459499,0.00705160137632597,0.773627251782515
"AATC_HUMAN",-129.489927414968,0.109156113980153,0.0806820069764159,0.290207721529555
"AATM_HUMAN",65.9248382539617,0.00973218964003256,0.196701383385704,0.0935137205060852
"ABC3A_HUMAN",7.64751037847839,0.753139996412773,0.00323729369123037,0.843679198137866
"ABCA1_HUMAN",51.139214699901,0.0360698943270022,0.134122017773303,0.17452869354493
"ABCB6_HUMAN",-56.1696357968509,0.0694985481830201,0.10236934987315,0.233654260990069
"ABCE1_HUMAN",-8.75253657317144,0.815504251788842,0.00178319492587716,0.881695023526126
"ABCG2_HUMAN",-69.1228882498337,0.0701131589372364,0.101944011276609,0.233728816266816
"ABHEB_HUMAN",-57.704092922282,0.164262786611225,0.0614446795583552,0.357422063432593
"ABHGA_HUMAN",-50.4036806484069,0.1129548183968,0.0790531772359055,0.294574057343707
"ABI1_HUMAN",-18.9423364392751,0.658510512432831,0.00638314835011053,0.783378292848156
"ABRAL_HUMAN",-12.1140375090665,0.855210470243527,0.00109095770009935,0.905311949651578
"ABRX2_HUMAN",-34.4287790711281,0.354093954660827,0.0277577374589758,0.546898461289601
"ACAD8_HUMAN",-63.2622210546218,0.0465036434604651,0.121818839929565,0.198516607169082
"ACADM_HUMAN",56.4021460012653,0.087503556087559,0.0912660039456287,0.260194288742111
"ACAP1_HUMAN",38.4791046024364,0.0661681393165461,0.104742703871587,0.228919476477999
"ACBP_HUMAN",-10.6433466330156,0.860301953983044,0.00101483581426178,0.908926048714292
