"Accession","Coefficient","P_Value","R_Squared","Q_Value"
"1433E_S210_M1_2_210",-0.67889717999785,0.653164134061963,0.00659798132325662,0.827528121781508
"1433F_S46_M1_2_46",-4.63350714991104,0.0135158945382069,0.181210657761182,0.105552700203139
"1433G_S71_M1_2_71",-0.445913205380269,0.44715939532376,0.0187643250204272,0.695476572705869
"1433Z_S207_M1_2_207",1.4475657179639,0.327659064169786,0.0309203349104648,0.602400173488871
"2A5D_S573_M1_2_573",-6.08601134230933,0.00366590195073447,0.241684324928889,0.0469150688955266
"3BP1_S17_M1_2_17",2.7308848292773,0.14532171736648,0.0671535426333166,0.413673755449132
"3BP1_S262_M1_2_262",2.09247122374411,0.0562527038728666,0.112598910474973,0.244202914459856
"3BP1_S544_M1_2_544",4.73674376111543,0.0138856830009305,0.179930516110292,0.107222996217567
"3BP5L_S358_M1_2_358",0.0633687797632311,0.96742323309841,5.46773181633443e-05,0.988830048897377
"3BP5L_S362_M1_2_362",0.40660143138467,0.749157715893376,0.00334606097848722,0.885313681872396
"4EBP1_S101_M1_2_101",-1.08049002896355,0.616627855352545,0.00818270448783333,0.807283197257776
"4EBP1_S85_M1_2_85",0.224121189719454,0.861793057584023,0.000993079005905061,0.941065267319865
"4EBP1_S86_M1_2_86",0.52783763189644,0.671787329644874,0.00586773326590938,0.837700449357223
"4EBP1_S94_M1_2_94",-1.400183484489,0.509266878286956,0.0141774313900666,0.737900207847701
"4EBP1_S96_M1_2_96",-0.912816834201254,0.664490320387196,0.00614784194360828,0.835029357324857
"4ET_S746_M1_2_746",2.53187892029551,0.218157954552304,0.0484942277669734,0.496228656848876
"4ET_S751_M1_2_751",2.8013221167878,0.108989318912211,0.0807548816250511,0.352295869843675
"4ET_S951_M1_2_951",-0.381221606777191,0.865429499939844,0.000941035521750394,0.942247805688131
"6PGD_T94_M1_2_94",-1.8143167466246,0.28633984728374,0.0365778885134339,0.567806916154233
"6PGL_S46_M1_2_46",0.790687557307028,0.192494629726672,0.0541527760531696,0.469421265318614
"6PGL_S49_M1_2_49",0.302463528584344,0.598775708100258,0.00903453992130004,0.796266721722463
"A16A1_S550_M1_2_550",-2.35365345105061,0.151522987175391,0.0651998236800379,0.423188831294284
"A16A1_S551_M1_2_551",-2.2660242102118,0.174301796279162,0.0587031515781958,0.449321509928929
"A16A1_Y557_M1_2_557",0.720053143310801,0.545033491418387,0.0119358953865407,0.761465504283016
"A1AG2_T125_M1_2_125",-0.630127077656208,0.555723204415505,0.0113161898674436,0.769703581217347
"A1AT_S132_M1_2_132",0.462197672759565,0.536357336286474,0.012455389246094,0.756125528518467
"A1AT_S325_M1_2_325",-0.534193330059719,0.388164678425811,0.0241162059422457,0.649257043619478
"A1AT_S343_M1_2_343",-0.659536784596993,0.422096568183574,0.0209051291911326,0.675627809857802
"A1AT_S38_M1_2_38",-3.4304512714532,0.0327802190381055,0.138746660010412,0.181239961305491
"A1AT_T138_M1_2_138",-0.275251228053165,0.778761721387719,0.00258395170554988,0.901766972360047
"A1AT_T174_M1_2_174",-0.15341196166317,0.858059835065094,0.00104800782720421,0.941065267319865
"A1AT_T346_M1_2_346",-0.552732334012048,0.550014173539098,0.0116443973390644,0.764906645864047
"A1AT_T35_M1_2_35",-3.1370314565106,0.0414357788407041,0.127408362294016,0.208293295438173
"A1AT_T37_M1_2_37",-3.96154034420892,0.0268139434721949,0.148443240555749,0.160022054242848
"A1AT_T51_M1_2_51",-0.105115620835457,0.827994342315579,0.00154640366886665,0.927751802674405
"A2AP_S450_M1_2_450",-1.85036040842699,0.137433330786779,0.0697726312404602,0.401606445761465
"A2MG_S525_M1_2_525",-1.98347512814004,0.0470488268371477,0.121254149695466,0.223050687722887
"AACT_S148_M1_2_148",0.201866523847507,0.775780167053417,0.00265589780319313,0.900197741014814
"AACT_S302_M1_2_302",-1.00601242622287,0.113611859124187,0.0787772855617874,0.358825472326606
"AACT_S384_M1_2_384",-0.277637757120155,0.778236079739478,0.0025965584878095,0.901766972360047
"AAK1_S20_M1_2_20",2.29290814631642,0.401695682843291,0.022789672124318,0.660394822923507
"AAK1_S21_M1_2_21",2.00822704618841,0.455914387317593,0.0180584898410844,0.702431770021678
"AAK1_S623_M2_2_623",0.437752263752068,0.756526232520632,0.00314635103573284,0.888455756611801
"AAK1_S624_M2_2_624",-0.402054247746523,0.8997184867073,0.00052045909395375,0.957220917621317
"AAK1_S637_M1_2_637",3.7366333008902,0.000720246214147312,0.312516635989764,0.018406915087652
"AAK1_S642_M1_2_642",5.33994148919242,4.97743892348496e-05,0.416724426446438,0.00387608175001152
"AAK1_T389_M1_2_389",4.03078520240976,0.0171970662802083,0.169752194137115,0.123617872546692
"AAK1_T606_M1_2_606",-2.98294356357101,0.124761432177842,0.0743359785536732,0.378645388405404
"AAK1_T620_M1_2_620",0.506283307324162,0.762628053984682,0.00298603789992419,0.891712971493048
"AAK1_T620_M2_2_620",-0.0570154038342839,0.981278780218207,1.80511877397464e-05,0.995213568210312
"AAKB1_S108_M1_2_108",-2.09940317088126,0.323346168515371,0.0314676957826935,0.598928067919924
"AAKB1_Y187_M1_2_187",-2.29710143797642,0.161570590113946,0.0622111696707499,0.436773243604733
"AAKB2_S108_M1_2_108",0.819359417030867,0.483264048187344,0.0159827587068062,0.716162384663172
"AB17B_S282_M1_2_282",-0.402377011667348,0.346096001142535,0.0286811571645228,0.617699755364427
"AB1IP_S514_M1_2_514",2.15826421446029,0.0519193031150425,0.116481744296828,0.234912212848263
"AB1IP_S515_M1_2_515",1.06748966179164,0.27538259600951,0.0382497323457001,0.557819823938751
"AB1IP_S525_M1_2_525",3.81766686988109,0.000660639993635006,0.316122480791057,0.0175047239567914
"AB1IP_S526_M1_2_526",3.92298989153835,0.000483081631852638,0.329055734082267,0.0144532801746181
"AB1IP_S531_M1_2_531",4.94990334972313,7.19697021147997e-05,0.403236886218037,0.00481514063778067
