"Accession","Coefficient","P_Value","R_Squared","Q_Value"
"1433E_S210_M1_2_210",-65.8281522686412,0.0719974817236272,0.100663226528539,0.284139794182015
"1433F_S46_M1_2_46",-50.6443523013441,0.296267833340705,0.0351293851216976,0.565927742726404
"1433G_S71_M1_2_71",5.09382365322284,0.727469613291604,0.00397342056017559,0.872254386042573
"1433Z_S207_M1_2_207",-16.4955099078957,0.655205923429173,0.00651543692129308,0.83579337757005
"2A5D_S573_M1_2_573",2.78884627523011,0.960025358193664,8.23524578393572e-05,0.982223105662131
"3BP1_S17_M1_2_17",18.7058081438472,0.692527545638192,0.00511280882572639,0.857046386832284
"3BP1_S262_M1_2_262",44.2102322585324,0.107152394176341,0.0815652622570269,0.344318433536166
"3BP1_S544_M1_2_544",70.8511751249702,0.151115179671305,0.065325629246846,0.404667719320238
"3BP5L_S358_M1_2_358",27.4569740890089,0.474097804957327,0.0166573652222858,0.721432395072131
"3BP5L_S362_M1_2_362",15.4569516056148,0.623986834752595,0.00784672050024733,0.818913368193388
"4EBP1_S101_M1_2_101",16.7595343013928,0.754721158229635,0.00319465289204909,0.88795800003321
"4EBP1_S85_M1_2_85",0.82033982788523,0.979526182712509,2.15898686927158e-05,0.991558671631245
"4EBP1_S86_M1_2_86",-9.5250187876205,0.758249968501823,0.00310060033776044,0.889171892741129
"4EBP1_S94_M1_2_94",23.1827942886767,0.660438215504521,0.00630672159601944,0.839030909482921
"4EBP1_S96_M1_2_96",19.6669675992781,0.706702030653698,0.0046309987174745,0.864895556956394
"4ET_S746_M1_2_746",98.9635583394697,0.0480576855253959,0.120226230538447,0.222593547600892
"4ET_S751_M1_2_751",75.4653507574845,0.0808003550760737,0.0951003945287928,0.30167282654035
"4ET_S951_M1_2_951",36.849741637822,0.507906800012724,0.0142680407450052,0.746683702010738
"6PGD_T94_M1_2_94",30.3623914952806,0.474558324768408,0.0166229771940831,0.721432395072131
"6PGL_S46_M1_2_46",15.8605006961227,0.294672196976303,0.0353581184629553,0.564852159398731
"6PGL_S49_M1_2_49",10.6529267271999,0.45431079724481,0.0181862156367298,0.709840582286528
"A16A1_S550_M1_2_550",-26.2619627739602,0.524782090375733,0.0131722568816906,0.757904467117986
"A16A1_S551_M1_2_551",-28.2699634568506,0.499662804653831,0.0148261116001502,0.740899197146847
"A16A1_Y557_M1_2_557",-4.82038497652298,0.870709518894254,0.00086802812115653,0.940112923888678
"A1AG2_T125_M1_2_125",46.0268258036575,0.0761237866453276,0.0979739088314433,0.292093697803735
"A1AT_S132_M1_2_132",23.7517925314903,0.195810680641504,0.0533751393369076,0.460638141075279
"A1AT_S325_M1_2_325",5.26886714745076,0.733023573636676,0.00380707122550738,0.874924394400042
"A1AT_S343_M1_2_343",28.0495831991093,0.164569864902547,0.0613581248975205,0.423954427843494
"A1AT_S38_M1_2_38",57.3109472375816,0.159396116800251,0.062840501912858,0.415440641459863
"A1AT_T138_M1_2_138",19.4465519348394,0.421825100862186,0.0209293394330734,0.686598036603742
"A1AT_T174_M1_2_174",17.2385711180073,0.415795082910476,0.0214730162914577,0.680834247045926
"A1AT_T346_M1_2_346",34.7003229693194,0.124400742279613,0.074472983471229,0.3702662482464
"A1AT_T35_M1_2_35",54.6572009437673,0.15966430222445,0.0627623800877309,0.415440641459863
"A1AT_T37_M1_2_37",36.6851328612572,0.424899150484973,0.0206565075894634,0.687917162101448
"A1AT_T51_M1_2_51",28.4056713240217,0.0129465762509821,0.183249547664215,0.108888555885278
"A2AP_S450_M1_2_450",-9.14849812599489,0.771232660503736,0.00276768396372329,0.8952591793677
"A2MG_S525_M1_2_525",13.0142844968482,0.610463902380359,0.00847087219186313,0.811021350057074
"AACT_S148_M1_2_148",-1.65825722150532,0.924954534121563,0.000290824499456019,0.968210872308103
"AACT_S302_M1_2_302",17.1853666618655,0.281516304026413,0.037304083200532,0.551826634100334
"AACT_S384_M1_2_384",81.0371211952373,0.000229515735230974,0.358966158994419,0.00854029979498113
"AAK1_S20_M1_2_20",35.694131064459,0.600254569301735,0.00896195655986042,0.803241835257807
"AAK1_S21_M1_2_21",43.2638963816505,0.518075627393704,0.0136003946074775,0.753180807656784
"AAK1_S623_M2_2_623",35.9511127003383,0.301166931306133,0.0344365385154238,0.57087635780118
"AAK1_S624_M2_2_624",32.613701645411,0.680117368746804,0.00555727545120607,0.849044180662771
"AAK1_S637_M1_2_637",73.1451254538769,0.0102375382259329,0.194324430347811,0.0964364918502799
"AAK1_S642_M1_2_642",90.6880559825969,0.0100830952341705,0.195038608323168,0.0961023869453963
"AAK1_T389_M1_2_389",41.4075669532611,0.342802098903617,0.0290696601808512,0.612992001413044
"AAK1_T606_M1_2_606",-37.211302203124,0.447069503008005,0.0187716812077667,0.704492441038948
"AAK1_T620_M1_2_620",13.9520405369914,0.737363405278701,0.00367983208317061,0.876757561378649
"AAK1_T620_M2_2_620",43.9128294255997,0.464633560966421,0.0173759540435693,0.715616489724979
"AAKB1_S108_M1_2_108",58.9485794828206,0.26287679960923,0.0402591292625271,0.53461881671127
"AAKB1_Y187_M1_2_187",56.3088601026246,0.167067977966441,0.0606604929171245,0.427369732198384
"AAKB2_S108_M1_2_108",32.0865879612571,0.265835222403572,0.0397735506292043,0.536428595474145
"AB17B_S282_M1_2_282",3.98647558559278,0.708607814764891,0.00456828309188362,0.865501534086912
"AB1IP_S514_M1_2_514",62.1339344036129,0.0226056644392223,0.15665735836681,0.146986611067366
"AB1IP_S515_M1_2_515",55.0977423673943,0.0188553734952987,0.165353387703673,0.1325263394241
"AB1IP_S525_M1_2_525",99.8817568984283,0.000279679839306116,0.351136610853731,0.00931689408371775
"AB1IP_S526_M1_2_526",99.447976816375,0.000341518407952417,0.343140068377436,0.010801739360095
"AB1IP_S531_M1_2_531",114.803955046001,0.000273776136463456,0.351985649989811,0.00925405139129912
"ABCB6_S61_M1_2_61",11.7384751048335,0.830285530325779,0.00150487938140325,0.922486344346037
"ABCB6_S63_M1_2_63",-63.0744949650386,0.0170347487187952,0.170204754112572,0.126136901884323
"ABCB6_S755_M1_2_755",-43.3002033812817,0.214911014151175,0.0491671832622026,0.481632683436861
"ABCB6_T754_M1_2_754",-39.1737894418351,0.292727779346589,0.035638927958338,0.563564611715954
"ABCF1_S109_M1_2_109",150.85746510749,0.0227573368106844,0.156336132025033,0.147059423265837
"ABCF1_S109_M2_2_109",168.656478307314,0.00252411682709827,0.258406241601644,0.0388360528833224
"ABCF1_S228_M1_2_228",135.462576913276,0.0130317674848187,0.182938985014323,0.108888555885278
"ABCF1_T108_M1_2_108",118.549146499069,0.0134726016409898,0.181362747027722,0.110886022428072
"ABCF1_T108_M2_2_108",164.148089709647,0.00394958252953501,0.238311895729447,0.052836107071846
"ABI1_S183_M1_2_183",-0.696014786978116,0.98253113812386,1.57165392191686e-05,0.992360155064777
"ABI1_S187_M1_2_187",2.52040175109805,0.932591052207752,0.000234520600991526,0.971499649522761
"ABI1_S222_M1_2_222",-31.9974566946556,0.381430906153649,0.0248005929605436,0.647613517043083
"ABI1_T178_M1_2_178",0.565588524311789,0.982723414624898,1.5372414116991e-05,0.992360155064777
"ABLM1_S431_M1_2_431",6.17595282422464,0.838074502042589,0.00136811614600368,0.924743058819981
"ABLM1_S655_M1_2_655",-28.2092897610707,0.371707202195873,0.0258186729043324,0.640921187889895
"ABLM3_S373_M1_2_373",-30.6153730797918,0.321810744189007,0.0316648182230988,0.593493534056195
"ABLM3_S388_M1_2_388",27.8084401172654,0.501482054549032,0.0147016408316904,0.741528757363373
"ABLM3_S503_M1_2_503",15.2889871097421,0.397687032968714,0.0231760598557369,0.663793261172965
"ABLM3_S585_M1_2_585",-30.9461294421894,0.30923959944983,0.0333249865866593,0.57921015037411
"ACAP2_S379_M1_2_379",-47.9848037319464,0.443235267033713,0.0190875470059359,0.702161059770751
"ACAP2_S381_M1_2_381",-126.288752872116,0.0234775616385202,0.15483883894445,0.148844060399079
"ACAP2_S384_M1_2_384",-51.5309750938274,0.40038163780073,0.0229157296258573,0.665749114600688
"ACAP2_S387_M1_2_387",-22.8713694463463,0.294163518184468,0.0354313594422632,0.564607456362996
"ACAP2_S775_M1_2_775",5.17385547413288,0.817190154270917,0.00175019942909758,0.916640552663955
